  0.0000000000    0.0036000000
  0.0000500000    0.0006000000    299    19
  0.0007787760    0.0007706599    0.0007613027    0.0007519198    0.0007425420
  0.0007331807    0.0007238291    0.0007144939    0.0007051724    0.0006958715
  0.0006865886    0.0006773249    0.0006680812    0.0006588588    0.0006496561
  0.0006404774    0.0006313216    0.0006221904    0.0006130856    0.0006040067
  0.0005949533    0.0005859252    0.0005769301    0.0005679608    0.0005590252
  0.0005501191    0.0005412459    0.0005324045    0.0005235988    0.0005148282
  0.0005060905    0.0004973924    0.0004887301    0.0004801068    0.0004715217
  0.0004629745    0.0004544716    0.0004460076    0.0004375857    0.0004292042
  0.0004208689    0.0004125758    0.0004043249    0.0003961191    0.0003879552
  0.0003798376    0.0003717605    0.0003637273    0.0003557366    0.0003477893
  0.0003398828    0.0003320109    0.0003241788    0.0003163793    0.0003086134
  0.0003008715    0.0002931540    0.0002854564    0.0002777632    0.0002700706
  0.0002623732    0.0002546499    0.0002468841    0.0002390500    0.0002311305
  0.0002230724    0.0002148229    0.0002063107    0.0001974085    0.0001879230
  0.0001775235    0.0001654949    0.0001498416    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0001231492    0.0001231492    0.0001231492    0.0001231492    0.0001231492
  0.0009204829    0.0009129268    0.0009035446    0.0008940913    0.0008846185
  0.0008751507    0.0008656853    0.0008562283    0.0008467821    0.0008373424
  0.0008279154    0.0008184973    0.0008090944    0.0007997063    0.0007903294
  0.0007809670    0.0007716191    0.0007622890    0.0007529737    0.0007436766
  0.0007343983    0.0007251392    0.0007159000    0.0007066785    0.0006974814
  0.0006883013    0.0006791478    0.0006700193    0.0006609117    0.0006518322
  0.0006427769    0.0006337478    0.0006247444    0.0006157740    0.0006068263
  0.0005979139    0.0005890320    0.0005801811    0.0005713618    0.0005625754
  0.0005538253    0.0005451083    0.0005364262    0.0005277813    0.0005191736
  0.0005106036    0.0005020704    0.0004935772    0.0004851219    0.0004767067
  0.0004683322    0.0004599996    0.0004517054    0.0004434520    0.0004352423
  0.0004270714    0.0004189389    0.0004108501    0.0004027997    0.0003947884
  0.0003868123    0.0003788746    0.0003709725    0.0003631022    0.0003552608
  0.0003474450    0.0003396536    0.0003318806    0.0003241159    0.0003163617
  0.0003086037    0.0003008292    0.0002930328    0.0002851940    0.0002772984
  0.0002693100    0.0002612084    0.0002529442    0.0002444562    0.0002356686
  0.0002264494    0.0002166059    0.0002058010    0.0001933502    0.0001775135
  0.0001485228    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
  0.0001478171    0.0001478171    0.0001478171    0.0001478171    0.0001478171
