    22  Gamma()                 0.00000   0.00000  2  0  0  0  0  1  0  1      0     0   0   
    22  1  1.000            22       0       0       0       0
   211  Pion(+)                 0.13957   0.00000  1  0  0  0  1  3  1  1      1     0   0   
   211  1  1.000           211       0       0       0       0
   111  Pion(0)                 0.13498   0.00000  1  0  0  0  1  3  0  1      1     0   0    
   111  1  1.000           111       0       0       0       0
  -211  Pion(-)                 0.13957   0.00000  1  0  0  0  1  3 -1  1      1     0   0    
  -211  1  1.000          -211       0       0       0       0
   321  Kaon(+)                 0.49368   0.00000  1  0  1  0  0  2  1  1      0     1   0    
   321  1  1.000           321       0       0       0       0
  -321  Kaon(-)                 0.49368   0.00000  1  0 -1  0  0  2 -1  1      0     1   0    
  -321  1  1.000          -321       0       0       0       0
   311  Kaon(0)                 0.49767   0.00000  1  0  1  0  0  2  0  1      0     1   0    
   311  1  1.000           311       0       0       0       0
  -311  AntiKaon(0)             0.49767   0.00000  1  0 -1  0  0  2  0  1      0     1   0    
  -311  1  1.000          -311       0       0       0       0
   221  eta()                   0.54730   0.00000  1  0  0  0  0  1  0  4      0     0   1    
   221  2  0.394            22      22       0       0       0
   221  3  0.325           111     111      111      0       0
   221  3  0.226           211     111     -211      0       0
   221  3  0.047           211    -211       22      0       0
  9221  f0(0)                   0.600      0.600    1  0  0  0  2  1  0  2      2     0   0    
  9221  2  0.666           211    -211       0       0       0
  9221  2  0.333           111     111       0       0       0
   213  rho(+)                  0.77110   0.14920  3  0  0  0  2  3  1  1      2     0   0    
   213  2  1.000           211     111       0       0       0
   113  rho(0)                  0.77110   0.14920  3  0  0  0  2  3  0  1      2     0   0    
   113  2  1.000           211    -211       0       0       0
  -213  rho(-)                  0.77110   0.14920  3  0  0  0  2  3 -1  1      2     0   0    
  -213  2  1.000          -211     111       0       0       0
   223  omega()                 0.78257   0.00844  3  0  0  0  3  1  0  3      2.794 0   0    
   223  3  0.891           211     111    -211       0       0
   223  2  0.087           111      22       0       0       0
   223  2  0.017           211    -211       0       0       0
   323  K*892(+)                0.89166   0.05080  3  0  1  0  0  2  1  2      1     1   0
   323  2  0.667           311     211       0       0       0
   323  2  0.333           321     111       0       0       0
  -323  K*892(-)                0.89166   0.05080  3  0 -1  0  0  2 -1  2      1     1   0
  -323  2  0.667          -311    -211       0       0       0
  -323  2  0.333          -321     111       0       0       0
   313  K*892(0)                0.89610   0.05070  3  0  1  0  0  2  0  2      1     1   0
   313  2  0.667           321    -211       0       0       0
   313  2  0.333           311     111       0       0       0
  -313  AntiK*892(0)            0.89610   0.05070  3  0 -1  0  0  2  0  2      1     1   0
  -313  2  0.667          -321     211       0       0       0
  -313  2  0.333          -311     111       0       0       0
  2212  p()                     0.93827   0.00000  2  1  0  0  0  2  1  1      0     0   0
  2212  1  1.000          2212       0       0       0       0
  2112  n()                     0.93957   0.00000  2  1  0  0  0  2  0  1      0     0   0
  2112  1  1.000          2112       0       0       0       0
   331  etaprime(958)           0.95778   0.00020  1  0  0  0  0  1  0  5      1.978  0  0.652
   331  3  0.443           211    -211     221       0       0
   331  2  0.295           113      22       0       0       0
   331  3  0.209           111     111     221       0       0
   331  2  0.030           223      22       0       0       0
   331  2  0.021            22      22       0       0       0
 10221  f0(980)                 0.98000   0.07000  1  0  0  0  0  1  0  4     1.56   0.44 0
 10221  2  0.520           211    -211       0       0       0
 10221  2  0.260           111     111       0       0       0
 10221 -2  0.110           321    -321       0       0       0
 10221 -2  0.110           311    -311       0       0       0
 10211  a0(980)(+)              0.98270   0.07500  1  0  0  0  0  3  1  2      2      0    0
 10211  2  1.000           221     211       0       0       0
 10211 -2  0.000           321    -311       0       0       0
 10111  a0(980)(0)              0.98270   0.07500  1  0  0  0  0  3  0  3      2      0    0
 10111  2  1.000           221     111       0       0       0
 10111 -2  0.000           311    -311       0       0       0
 10111 -2  0.000           321    -321       0       0       0
-10211  a0(980)(-)              0.98270   0.07500  1  0  0  0  0  3 -1  2      2      0    0
-10211  2  1.000           221    -211       0       0       0
-10211 -2  0.000          -321     311       0       0       0
   333  phi(1020)               1.01946   0.00426  3  0  0  0  0  1  0  7      0.465 1.658 0.013
   333  2  0.492           321    -321       0       0       0
   333  2  0.337           311    -311       0       0       0
   333  2  0.043           213    -211       0       0       0
   333  2  0.043           113     111       0       0       0
   333  2  0.043          -213     211       0       0       0
   333  3  0.027           211     111    -211       0       0
   333  2  0.013           221      22       0       0       0
  3122  Lambda()                1.11568   0.00000  2  1 -1  0  0  1  0  2      1     0     0
  3122  2  0.640          2212    -211       0       0       0
  3122  2  0.360          2112     111       0       0       0
 10223  h1(1170)                1.17000   0.36000  3  0  0  0  0  1  0  3      3     0     0
 10223  2  0.333           213    -211       0       0       0
 10223  2  0.334           113     111       0       0       0
 10223  2  0.333          -213     211       0       0       0
  3222  Sigma(+)                1.18937   0.00000  2  1 -1  0  0  3  1  2      1     0     0
  3222  2  0.516          2212     111       0       0       0 
  3222  2  0.483          2112     211       0       0       0
  3212  Sigma(0)                1.19264   0.00000  2  1 -1  0  0  3  0  1      1     0     0
  3212  2  1.000          3122      22       0       0       0    
  3112  Sigma(-)                1.19745   0.00000  2  1 -1  0  0  3 -1  1      1     0     0
  3112  2  1.000          2112    -211       0       0       0
 10213  b1(1235)(+)             1.23100   0.14200  3  0  0  0  0  3  1  1      3.794 0     0
 10213  2  1.000           223     211       0       0       0
 10113  b1(1235)(0)             1.23100   0.14200  3  0  0  0  0  3  0  1      3.794 0     0
 10113  2  1.000           223     111       0       0       0
-10213  b1(1235)(-)             1.23100   0.14200  3  0  0  0  0  3 -1  1      3.794 0     0
-10213  2  1.000           223    -211       0       0       0
  2224  Delta1232(++)           1.23200   0.12100  4  1  0  0  0  4  2  1      1     0     0 
  2224  2  1.000          2212     211       0       0       0
  2214  Delta1232(+)            1.23200   0.12100  4  1  0  0  0  4  1  3      1     0     0
  2214  2  0.662          2212     111       0       0       0
  2214  2  0.331          2112     211       0       0       0
  2214  2  0.007          2212      22       0       0       0
  2114  Delta1232(0)            1.23200   0.12100  4  1  0  0  0  4  0  3      1     0     0
  2114  2  0.662          2112     111       0       0       0
  2114  2  0.331          2212    -211       0       0       0
  2114  2  0.007          2112      22       0       0       0
  1114  Delta1232(-)            1.23200   0.12100  4  1  0  0  0  4 -1  1      1     0     0
  1114  2  1.000          2112    -211       0       0       0
 20213  a1(1260)(+)             1.23000   0.40000  3  0  0  0  0  3  1  2      3     0     0
 20213  2  0.500           113     211       0       0       0
 20213  2  0.500           213     111       0       0       0
 20113  a1(1260)(0)             1.23000   0.40000  3  0  0  0  0  3  0  2      3     0     0
 20113  2  0.500           213    -211       0       0       0
 20113  2  0.500          -213     211       0       0       0
-20213  a1(1260)(-)             1.23000   0.40000  3  0  0  0  0  3 -1  2      3     0     0
-20213  2  0.500           113    -211       0       0       0
-20213  2  0.500          -213     111       0       0       0
 10323  K1_1270(+)              1.27300   0.09000  3  0  1  0  0  2  1  5      2.027 1     0
 10323  2  0.280           311     213       0       0       0
 10323  2  0.140           321     113       0       0       0
 10323  2  0.293           313     211       0       0       0
 10323  2  0.147           323     111       0       0       0
 10323 -2  0.140           321     223       0       0       0
-10323  K1_1270(-)              1.27300   0.09000  3  0 -1  0  0  2 -1  5      2.027 1     0
-10323  2  0.280          -311    -213       0       0       0
-10323  2  0.140          -321     113       0       0       0
-10323  2  0.293          -313    -211       0       0       0
-10323  2  0.147          -323     111       0       0       0
-10323 -2  0.140          -321     223       0       0       0
 10313  K1_1270(0)              1.27300   0.09000  3  0  1  0  0  2  0  5      2.027 1     0
 10313  2  0.280           321    -213       0       0       0
 10313  2  0.140           311     113       0       0       0
 10313  2  0.293           323    -211       0       0       0
 10313  2  0.147           313     111       0       0       0
 10313 -2  0.140           311     223       0       0       0
-10313  Anti_K1_1270(0)         1.27300   0.09000  3  0 -1  0  0  2  0  5     2.027    1    0
-10313  2  0.280          -321     213       0       0       0
-10313  2  0.140          -311     113       0       0       0
-10313  2  0.293          -323     211       0       0       0
-10313  2  0.147          -313     111       0       0       0
-10313 -2  0.140          -311     223       0       0       0
   225  f2(1270)                1.27540   0.18510  5  0  0  0  0  1  0  6     2.162   .92   0.009
   225  2  0.567           211    -211       0       0       0
   225  2  0.283           111     111       0       0       0
   225  4  0.070           211    -211     111     111       0
   225  2  0.025           321    -321       0       0       0
   225  2  0.025           311    -311       0       0       0
   225  4  0.030           211     211    -211    -211       0
 20223  f1(1285)                1.28200   0.02400  3  0  0  0  0  1  0 12     2.564    .18   0.52
 20223  3  0.066           221     211    -211       0       0
 20223  3  0.033           221     111     111       0       0
 20223  4  0.150           211    -211     111     111       0
 20223  3  0.150           113    -211     211       0       0
 20223  2  0.146         10211    -211       0       0       0
 20223  2  0.146         10111     111       0       0       0
 20223  2  0.146        -10211     211       0       0       0
 20223  2  0.065           113      22       0       0       0
 20223  3  0.016           321    -321     111       0       0
 20223  3  0.016           311    -311     111       0       0
 20223  3  0.033           321    -311    -211       0       0
 20223  3  0.033          -321     311     211       0       0
 20221  eta(1295)               1.29500   0.05300  1  0  0  0  0  1  0  4     2     0      1
